AUS;LP_NR;SEITE;TITEL_NR;ART;LPTITEL;TITEL;BAND;DIRIGENT;KOMPONIST;INTERPR1;INTERPR2;INTERPR3;INTERPR4;INTERPR5;INTERPR6;INTERPR7;INTERPR8;INTERPR9;INTERPR10;ANMERKUNG;MUSIKART;JAHR;MIN;NOTE;SEK;WAHL
; 361; 1;15;CD;SIMPLY RED - THE GREATEST HITS -;YOU MAKE ME FEEL BRAND NEW;SIMPLY RED;;;;;;;;;;;;;;POP;0;5;;5;0
; 361; 1;16;CD;SIMPLY RED - THE GREATEST HITS -;SOMETHING GOT ME STARTED;SIMPLY RED;;;;;;;;;;;;;;POP;0;4;;0;0
; 361; 1;17;CD;SIMPLY RED - THE GREATEST HITS -;MONEY'S TOO TIGHT (TO MENTION);SIMPLY RED;;;;;;;;;;;;;;POP;0;4;;29;0
; 361; 1;18;CD;SIMPLY RED - THE GREATEST HITS -;FAIRGROUND;SIMPLY RED;;;;;;;;;;;;;;POP;0;4;;28;0
; 361; 1;19;CD;SIMPLY RED - THE GREATEST HITS -;IF YOU DON'T KNOW ME BY NOW;SIMPLY RED;;;;;;;;;;;;;;POP;0;3;;26;0
; 362; 1; 1;CD;DELETED SCENES FROM THE C.R.F.;THAT MAN;EMERALD , CARO;;;;;;;;;;;;;;POP;2010;3;;51;0
; 362; 1; 2;CD;DELETED SCENES FROM THE C.R.F.;JUST ONE DANCE;EMERALD , CARO;;;;;;;;;;;;;;POP;2010;4;;1;0
; 362; 1; 3;CD;DELETED SCENES FROM THE C.R.F.;RIVIERA LIFE;EMERALD , CARO;;;;;;;;;;;;;;POP;2010;3;;29;0
; 362; 1; 4;CD;DELETED SCENES FROM THE C.R.F.;BACK IT UP;EMERALD , CARO;;;;;;;;;;;;;;POP;2010;3;;53;0
; 362; 1; 5;CD;DELETED SCENES FROM THE C.R.F.;THE OTHER WOMAN;EMERALD , CARO;;;;;;;;;;;;;;POP;2010;5;;33;0
; 362; 1; 6;CD;DELETED SCENES FROM THE C.R.F.;ABSOLUTELY ME;EMERALD , CARO;;;;;;;;;;;;;;POP;2010;2;;46;0
; 362; 1; 7;CD;DELETED SCENES FROM THE C.R.F.;YOU DON'T LOVE ME;EMERALD , CARO;;;;;;;;;;;;;;POP;2010;3;;54;0
; 362; 1; 8;CD;DELETED SCENES FROM THE C.R.F.;DR. WANNA DO;EMERALD , CARO;;;;;;;;;;;;;;POP;2010;3;;2;0
; 362; 1; 9;CD;DELETED SCENES FROM THE C.R.F.;STUCK;EMERALD , CARO;;;;;;;;;;;;;;POP;2010;4;;33;0
; 362; 1;10;CD;DELETED SCENES FROM THE C.R.F.;I KNOW THAT HE'S MINE;EMERALD , CARO;;;;;;;;;;;;;;POP;2010;4;;17;0
; 362; 1;11;CD;DELETED SCENES FROM THE C.R.F.;A NIGHT LIKE THIS;EMERALD , CARO;;;;;;;;;;;;;;POP;2010;3;;46;0
; 362; 1;12;CD;DELETED SCENES FROM THE C.R.F.;THE LIPSTICK ON HIS COLLAR;EMERALD , CARO;;;;;;;;;;;;;;POP;2010;3;;37;0
; 363; 1; 1;CD;VIVA LA VIDA;LIFE IN TECHNICOLOR;COLDPLAY;;;;;;;;;;;;;;POP;2008;2;;30;0
; 363; 1; 2;CD;VIVA LA VIDA;CEMETERIES OF LONDON;COLDPLAY;;;;;;;;;;;;;;POP;2008;3;;21;0
; 363; 1; 3;CD;VIVA LA VIDA;LOST;COLDPLAY;;;;;;;;;;;;;;POP;2008;3;;55;0
; 363; 1; 4;CD;VIVA LA VIDA;42;COLDPLAY;;;;;;;;;;;;;;POP;2008;3;;57;0
; 363; 1; 5;CD;VIVA LA VIDA;LOVERS IN JAPAN/REIGN OF LOVE;COLDPLAY;;;;;;;;;;;;;;POP;2008;6;;51;0
; 363; 1; 6;CD;VIVA LA VIDA;YES;COLDPLAY;;;;;;;;;;;;;;POP;2008;7;;7;0
; 363; 1; 7;CD;VIVA LA VIDA;VIVA LA VIDA;COLDPLAY;;;;;;;;;;;;;;POP;2008;4;;1;0
; 363; 1; 8;CD;VIVA LA VIDA;VIOLET HILL;COLDPLAY;;;;;;;;;;;;;;POP;2008;3;;43;0
; 363; 1; 9;CD;VIVA LA VIDA;STRAWBERRY SWING;COLDPLAY;;;;;;;;;;;;;;POP;2008;4;;10;0
; 363; 1;10;CD;VIVA LA VIDA;DEATH AND ALL HIS FRIENDS;COLDPLAY;;;;;;;;;;;;;;POP;2008;6;;19;0
; 364; 1; 1;CD;THE VERY BEST OF D. SPRINGFIELD;I ONLY WANT TO BE WITH YOU;SPRINGFIELD , DUSTY;;;;;;;;;;;;;;OLDIE;0;2;;38;0
; 364; 1; 2;CD;THE VERY BEST OF D. SPRINGFIELD;IN PRIVATE;SPRINGFIELD , DUSTY;;;;;;;;;;;;;;OLDIE;1989;4;;17;0
; 364; 1; 3;CD;THE VERY BEST OF D. SPRINGFIELD;I JUST DON'T KNOW WHAT TO DO ...;SPRINGFIELD , DUSTY;;;;;;;;;;;;;;OLDIE;1964;3;;5;0
; 364; 1; 4;CD;THE VERY BEST OF D. SPRINGFIELD;GIVE ME TIME;SPRINGFIELD , DUSTY;;;;;;;;;;;;;;OLDIE;1967;3;;8;0
; 364; 1; 5;CD;THE VERY BEST OF D. SPRINGFIELD;SOME OF YOUR LOVIN';SPRINGFIELD , DUSTY;;;;;;;;;;;;;;OLDIE;1965;3;;0;0
; 364; 1; 6;CD;THE VERY BEST OF D. SPRINGFIELD;GOIN' BACK;SPRINGFIELD , DUSTY;;;;;;;;;;;;;;OLDIE;1966;3;;31;0
; 364; 1; 7;CD;THE VERY BEST OF D. SPRINGFIELD;YOU DON'T HAVE TO SAY YOU LOVE ME;SPRINGFIELD , DUSTY;;;;;;;;;;;;;;OLDIE;1965;2;;50;0
; 364; 1; 8;CD;THE VERY BEST OF D. SPRINGFIELD;WHAT HAVE I DONE TO DESERVE THIS?;SPRINGFIELD , DUSTY;;;;;;;;;;;;;;OLDIE;1987;4;;16;0
; 364; 1; 9;CD;THE VERY BEST OF D. SPRINGFIELD;I CLOSE MY EYES AND COUNT TO TEN;SPRINGFIELD , DUSTY;;;;;;;;;;;;;;OLDIE;1968;3;;11;0
; 364; 1;10;CD;THE VERY BEST OF D. SPRINGFIELD;WISHIN' AND HOPIN';SPRINGFIELD , DUSTY;;;;;;;;;;;;;;OLDIE;0;2;;56;0
; 364; 1;11;CD;THE VERY BEST OF D. SPRINGFIELD;LITTLE BY LITTLE;SPRINGFIELD , DUSTY;;;;;;;;;;;;;;OLDIE;1966;2;;20;0
; 364; 1;12;CD;THE VERY BEST OF D. SPRINGFIELD;STAY AWHILE;SPRINGFIELD , DUSTY;;;;;;;;;;;;;;OLDIE;1964;1;;57;0
; 364; 1;13;CD;THE VERY BEST OF D. SPRINGFIELD;ALL I SEE IS YOU;SPRINGFIELD , DUSTY;;;;;;;;;;;;;;OLDIE;1966;3;;24;0
; 364; 1;14;CD;THE VERY BEST OF D. SPRINGFIELD;NOTHING HAS BEEN PROVED;SPRINGFIELD , DUSTY;;;;;;;;;;;;;;OLDIE;1989;4;;34;0
; 364; 1;15;CD;THE VERY BEST OF D. SPRINGFIELD;LOSING YOU;SPRINGFIELD , DUSTY;;;;;;;;;;;;;;OLDIE;1967;3;;2;0
; 364; 1;16;CD;THE VERY BEST OF D. SPRINGFIELD;TWENTY-FOUR HOURS FROM TULSA;SPRINGFIELD , DUSTY;;;;;;;;;;;;;;OLDIE;1964;3;;5;0
; 364; 1;17;CD;THE VERY BEST OF D. SPRINGFIELD;IN THE MIDDLE OF NOWHERE;SPRINGFIELD , DUSTY;;;;;;;;;;;;;;OLDIE;1965;2;;48;0
; 364; 1;18;CD;THE VERY BEST OF D. SPRINGFIELD;SON OF A PREACHER MAN;SPRINGFIELD , DUSTY;;;;;;;;;;;;;;OLDIE;1968;2;;27;0
; 364; 1;19;CD;THE VERY BEST OF D. SPRINGFIELD;ANYONE WHO HAD A HEART;SPRINGFIELD , DUSTY;;;;;;;;;;;;;;OLDIE;0;2;;55;0
; 364; 1;20;CD;THE VERY BEST OF D. SPRINGFIELD;IF YOU GO AWAY;SPRINGFIELD , DUSTY;;;;;;;;;;;;;;OLDIE;1967;3;;53;0
; 364; 1;21;CD;THE VERY BEST OF D. SPRINGFIELD;I'LL TRY ANYTHING;SPRINGFIELD , DUSTY;;;;;;;;;;;;;;OLDIE;1967;2;;28;0
; 364; 1;22;CD;THE VERY BEST OF D. SPRINGFIELD;HOW CAN I BE SURE;SPRINGFIELD , DUSTY;;;;;;;;;;;;;;OLDIE;1967;2;;47;0
; 364; 1;23;CD;THE VERY BEST OF D. SPRINGFIELD;WHEREVER WOULD I BE?;SPRINGFIELD , DUSTY;;;;;;;;;;;;;;OLDIE;1995;3;;54;0
; 364; 1;24;CD;THE VERY BEST OF D. SPRINGFIELD;THE LOOK OF LOVE;SPRINGFIELD , DUSTY;;;;;;;;;;;;;;OLDIE;0;3;;33;0
; 365; 1; 1;CD;GOING BACK;GIRL (WHY YOU WANNA MAKE ME BLUE);COLLINS , PHIL;;;;;;;;;;;;;;POP;2010;2;;33;0
; 365; 1; 2;CD;GOING BACK;(LOVE IS LIKE A) HEATWAVE;COLLINS , PHIL;;;;;;;;;;;;;;POP;2010;2;;53;0
; 365; 1; 3;CD;GOING BACK;UPTIGHT (EVERTHING'S ALRIGHT);COLLINS , PHIL;;;;;;;;;;;;;;POP;2010;3;;2;0
; 365; 1; 4;CD;GOING BACK;SOME OF YOUR LOVIN';COLLINS , PHIL;;;;;;;;;;;;;;POP;2010;3;;20;0
; 365; 1; 5;CD;GOING BACK;IN MY LONELY ROOM;COLLINS , PHIL;;;;;;;;;;;;;;POP;2010;2;;25;0
; 365; 1; 6;CD;GOING BACK;TAKE ME IN YOUR ARMS;COLLINS , PHIL;;;;;;;;;;;;;;POP;2010;2;;58;0
; 365; 1; 7;CD;GOING BACK;BLAME IT ON THE SUN;COLLINS , PHIL;;;;;;;;;;;;;;POP;2010;3;;26;0
; 365; 1; 8;CD;GOING BACK;PAPA WAS A ROLLING STONE;COLLINS , PHIL;;;;;;;;;;;;;;POP;2010;6;;44;0
; 365; 1; 9;CD;GOING BACK;NEVER DREAMED YOU'D LEAVE IN ...;COLLINS , PHIL;;;;;;;;;;;;;;POP;2010;3;;0;0
; 365; 1;10;CD;GOING BACK;STANDING IN THE SHADOWS OF LOVE;COLLINS , PHIL;;;;;;;;;;;;;;POP;2010;2;;42;0
; 365; 1;11;CD;GOING BACK;DO I LOVE YOU;COLLINS , PHIL;;;;;;;;;;;;;;POP;2010;2;;51;0
; 365; 1;12;CD;GOING BACK;JIMMY MACK;COLLINS , PHIL;;;;;;;;;;;;;;POP;2010;2;;57;0
; 365; 1;13;CD;GOING BACK;SOMETHING ABOUT YOU;COLLINS , PHIL;;;;;;;;;;;;;;POP;2010;2;;47;0
; 365; 1;14;CD;GOING BACK;LOVE IS HERE AND NOW YOU'RE GONE;COLLINS , PHIL;;;;;;;;;;;;;;POP;2010;2;;40;0
; 365; 1;15;CD;GOING BACK;LOVING YOU IS SWEETER THAN EVER;COLLINS , PHIL;;;;;;;;;;;;;;POP;2010;2;;48;0
; 365; 1;16;CD;GOING BACK;GOING TO A GO-GO;COLLINS , PHIL;;;;;;;;;;;;;;POP;2010;2;;49;0
; 365; 1;17;CD;GOING BACK;TALKIN ABOUT MY BABY;COLLINS , PHIL;;;;;;;;;;;;;;POP;2010;2;;48;0
; 365; 1;18;CD;GOING BACK;GOING BACK;COLLINS , PHIL;;;;;;;;;;;;;;POP;2010;4;;37;0
; 366; 1; 1;CD;STING - LIVE IN BERLIN;IF I EVER LOSE MY FAITH IN YOU;STING FEAT. THE ROYAL PHILHARM.;;;;;;;;;;;;;;POP;2010;4;;46;0
; 366; 1; 2;CD;STING - LIVE IN BERLIN;ENGLISHMAN IN NEW YORK;STING FEAT. THE ROYAL PHILHARM.;;;;;;;;;;;;;;POP;2010;4;;39;0
; 366; 1; 3;CD;STING - LIVE IN BERLIN;FIELDS OF GOLD;STING FEAT. THE ROYAL PHILHARM.;;;;;;;;;;;;;;POP;2010;3;;35;0
; 366; 1; 4;CD;STING - LIVE IN BERLIN;WHY SHOULD I CRY FOR YOU?;STING FEAT. THE ROYAL PHILHARM.;;;;;;;;;;;;;;POP;2010;7;;46;0
; 366; 1; 5;CD;STING - LIVE IN BERLIN;ALL WOULD ENVY;STING FEAT. THE ROYAL PHILHARM.;;;;;;;;;;;;;;POP;2010;5;;36;0
; 366; 1; 6;CD;STING - LIVE IN BERLIN;TOMORROW WE'LL SEE;STING FEAT. THE ROYAL PHILHARM.;;;;;;;;;;;;;;POP;2010;4;;49;0
; 366; 1; 7;CD;STING - LIVE IN BERLIN;THE END OF THE GAMES;STING FEAT. THE ROYAL PHILHARM.;;;;;;;;;;;;;;POP;2010;6;;21;0
; 366; 1; 8;CD;STING - LIVE IN BERLIN;WHENEVER I SAY YOUR NAME;STING FEAT. THE ROYAL PHILHARM.;;;;;;;;;;;;;;POP;2010;7;;21;0
; 366; 1; 9;CD;STING - LIVE IN BERLIN;SHAPE OF MY HEART;STING FEAT. THE ROYAL PHILHARM.;;;;;;;;;;;;;;POP;2010;4;;50;0
; 366; 1;10;CD;STING - LIVE IN BERLIN;MOON OVER BOURBON STREET;STING FEAT. THE ROYAL PHILHARM.;;;;;;;;;;;;;;POP;2010;6;;5;0
; 366; 1;11;CD;STING - LIVE IN BERLIN;MAD ABOUT YOU;STING FEAT. THE ROYAL PHILHARM.;;;;;;;;;;;;;;POP;2010;4;;45;0
; 366; 1;12;CD;STING - LIVE IN BERLIN;KING OF PAIN;STING FEAT. THE ROYAL PHILHARM.;;;;;;;;;;;;;;POP;2010;5;;40;0
; 366; 1;13;CD;STING - LIVE IN BERLIN;DESERT ROSE;STING FEAT. THE ROYAL PHILHARM.;;;;;;;;;;;;;;POP;2010;4;;45;0
; 366; 1;14;CD;STING - LIVE IN BERLIN;FRAGILE;STING FEAT. THE ROYAL PHILHARM.;;;;;;;;;;;;;;POP;2010;4;;51;0
; 367; 1; 1;CD;WONDERFUL DREAM;WONDERFUL DREAM;MELANIE THORNTON;;;;;;;;;;;;;;XMAS;2000;3;;53;0
; 367; 1; 2;CD;WONDERFUL DREAM;I'LL BE HOME FOR CHRISTMAS;DOWNING , WILL;;;;;;;;;;;;;;XMAS;2001;4;;34;0
; 367; 1; 3;CD;WONDERFUL DREAM;BETHLEHEM TONIGHT;MCKNIGHT , BRIAN;;;;;;;;;;;;;;XMAS;1998;3;;33;0
; 367; 1; 4;CD;WONDERFUL DREAM;DO THEY NOW IT'S CHRISTMAS;BAND AID;;;;;;;;;;;;;;XMAS;1984;3;;43;0
; 367; 1; 5;CD;WONDERFUL DREAM;SILENT NIGHT;WASHINGTON , DINAH;;;;;;;;;;;;;;XMAS;1953;2;;23;0
; 367; 1; 6;CD;WONDERFUL DREAM;LITTLE CHRISTMAS TREE;JACKSON , MICHAEL;;;;;;;;;;;;;;XMAS;1973;3;;37;0
; 367; 1; 7;CD;WONDERFUL DREAM;GIVE LOVE ON CHRISTMAS DAY;TEMPTATIONS , THE;;;;;;;;;;;;;;XMAS;1980;3;;39;0
; 367; 1; 8;CD;WONDERFUL DREAM;O HOLY NIGHT;ANDERSON , CARL;;;;;;;;;;;;;;XMAS;1991;4;;8;0
; 367; 1; 9;CD;WONDERFUL DREAM;SNOW;LONGET , CLAUDINE;;;;;;;;;;;;;;XMAS;1967;2;;44;0
; 367; 1;10;CD;WONDERFUL DREAM;WON'T BE LONG BEFORE CHRISTMAS;ROSS , DIANA & THE SUPREMES;;;;;;;;;;;;;;XMAS;1967;2;;40;0
; 367; 1;11;CD;WONDERFUL DREAM;RUDOLPH THE RED-NOSED REINDEER;FITZGERALD , ELLA;;;;;;;;;;;;;;XMAS;1960;2;;54;0
; 367; 1;12;CD;WONDERFUL DREAM;A RIDE IN THE SNOW;CONNOR , SARAH;;;;;;;;;;;;;;XMAS;2005;4;;2;0
; 367; 1;13;CD;WONDERFUL DREAM;WINTER WONDERLAND;HORN , SHIRLEY;;;;;;;;;;;;;;XMAS;1996;4;;9;0
; 367; 1;14;CD;WONDERFUL DREAM;HAVE YOURSELF A MERRY LITTLE ...;WILLIAMS , VANESSA;;;;;;;;;;;;;;XMAS;1990;4;;34;0
; 367; 1;15;CD;WONDERFUL DREAM;CHRISTMAS CHILD;ROTARY CONNECTION;;;;;;;;;;;;;;XMAS;1968;2;;45;0
; 367; 1;16;CD;WONDERFUL DREAM;THE BELL THAT COULDN'T JINGLE;BACHARACH , BURT;;;;;;;;;;;;;;XMAS;1968;2;;32;0
; 367; 2; 1;CD;WONDERFUL DREAM;LET IT SNOW! LET IT SNOW! LET ...;BROWN , LES &HIS BAND RENOWN;;;;;;;;;;;;;;XMAS;1952;2;;39;0
; 367; 2; 2;CD;WONDERFUL DREAM;YOU'RE ALL I WANT FOR CHRISTMAS;BENTON , BROOK;;;;;;;;;;;;;;XMAS;1963;2;;27;0
; 367; 2; 3;CD;WONDERFUL DREAM;THE CHRISTMAS SONG;TORME , MEL;;;;;;;;;;;;;;XMAS;1961;2;;46;0
; 367; 2; 4;CD;WONDERFUL DREAM;I AM BLESSED;SIMONE , NINA;;;;;;;;;;;;;;XMAS;1964;2;;56;0
; 367; 2; 5;CD;WONDERFUL DREAM;WHERE DID MY SNOWMAN GO;PAGE , PATTI;;;;;;;;;;;;;;XMAS;1955;2;;32;0
; 367; 2; 6;CD;WONDERFUL DREAM;A TIME TO BE JOLLY;CROSBY , BING;;;;;;;;;;;;;;XMAS;1971;2;;7;0
; 367; 2; 7;CD;WONDERFUL DREAM;FROSTY THE SNOWMAN;HARGROVE , ROY;;;;;;;;;;;;;;XMAS;1996;3;;56;0
; 367; 2; 8;CD;WONDERFUL DREAM;COME HOME FOR CHRISTMAS;PLATTERS , THE;;;;;;;;;;;;;;XMAS;1963;2;;26;0
; 367; 2; 9;CD;WONDERFUL DREAM;PLEASE COME HOME FOR CHRISTMAS;NEVILLE , AARON;;;;;;;;;;;;;;XMAS;1993;2;;52;0
; 367; 2;10;CD;WONDERFUL DREAM;HERE COMES SANTA CLAUS;RAMSEY LEWIS TRIO;;;;;;;;;;;;;;XMAS;1961;2;;41;0
; 367; 2;11;CD;WONDERFUL DREAM;CHRISTMAS TIME IS HERE AGAIN;FLIRTATIONS , THE;;;;;;;;;;;;;;XMAS;1968;3;;45;0
; 367; 2;12;CD;WONDERFUL DREAM;WINTER NIGHT;WALKER , SCOTT;;;;;;;;;;;;;;XMAS;1969;1;;43;0
; 367; 2;13;CD;WONDERFUL DREAM;SANTA CLAUS IS COMIN' TO TOWN;NEWTON , WAYNE;;;;;;;;;;;;;;XMAS;1968;2;;7;0
; 367; 2;14;CD;WONDERFUL DREAM;SOULFUL CHRISTMAS;BROWN , JAMES;;;;;;;;;;;;;;XMAS;1968;3;;9;0
; 367; 2;15;CD;WONDERFUL DREAM;BLUE CHRISTMAS;ECKSTINE , BILLY;;;;;;;;;;;;;;XMAS;1950;2;;58;0
; 367; 2;16;CD;WONDERFUL DREAM;SWINGLE JINGLE;HAMPTON , LIONEL;;;;;;;;;;;;;;XMAS;1964;2;;53;0
; 368; 1; 1;CD;THE VERY BEST OF UB40;RED RED WINE;UB40;;;;;;;;;;;;;;REGGAE;1983;3;;2;0
; 368; 1; 2;CD;THE VERY BEST OF UB40;KINGSTON TOWN;UB40;;;;;;;;;;;;;;REGGAE;1989;3;;46;0
; 368; 1; 3;CD;THE VERY BEST OF UB40;HIGHER GROUND;UB40;;;;;;;;;;;;;;REGGAE;1993;4;;19;0
; 368; 1; 4;CD;THE VERY BEST OF UB40;KING;UB40;;;;;;;;;;;;;;REGGAE;1980;4;;34;0
; 368; 1; 5;CD;THE VERY BEST OF UB40;CHERRY OH BABY;UB40;;;;;;;;;;;;;;REGGAE;1983;3;;13;0
; 368; 1; 6;CD;THE VERY BEST OF UB40;I GOT YOU BABE;UB40;;;;;;;;;;;;;;REGGAE;1985;3;;6;0
; 368; 1; 7;CD;THE VERY BEST OF UB40;COME BACK DARLING;UB40;;;;;;;;;;;;;;REGGAE;1998;3;;28;0
; 368; 1; 8;CD;THE VERY BEST OF UB40;ONE IN TEN;UB40;;;;;;;;;;;;;;REGGAE;1981;4;;33;0
; 368; 1; 9;CD;THE VERY BEST OF UB40;THE EARTH DIES SCREAMING;UB40;;;;;;;;;;;;;;REGGAE;1980;4;;37;0
; 368; 1;10;CD;THE VERY BEST OF UB40;WATCHDOGS;UB40;;;;;;;;;;;;;;REGGAE;1986;4;;15;0
; 368; 1;11;CD;THE VERY BEST OF UB40;DON'T BREAK MY HEART;UB40;;;;;;;;;;;;;;REGGAE;1985;3;;50;0
; 368; 1;12;CD;THE VERY BEST OF UB40;CAN'T HEÖP FALLING IN LOVE;UB40;;;;;;;;;;;;;;REGGAE;1993;3;;24;0
; 368; 1;13;CD;THE VERY BEST OF UB40;SING OUR OWN SONG;UB40;;;;;;;;;;;;;;REGGAE;1986;4;;8;0
; 368; 1;14;CD;THE VERY BEST OF UB40;TELL ME IS IT TRUE;UB40;;;;;;;;;;;;;;REGGAE;1997;3;;24;0
; 368; 1;15;CD;THE VERY BEST OF UB40;RAT IN MI KITCHEN;UB40;;;;;;;;;;;;;;REGGAE;1986;3;;9;0
; 368; 1;16;CD;THE VERY BEST OF UB40;BRING ME YOUR CUP;UB40;;;;;;;;;;;;;;REGGAE;1993;3;;13;0
; 368; 1;17;CD;THE VERY BEST OF UB40;LIGHT MY FIRE;UB40;;;;;;;;;;;;;;REGGAE;2000;3;;45;0
; 368; 1;18;CD;THE VERY BEST OF UB40;IF IT HAPPENS AGAIN;UB40;;;;;;;;;;;;;;REGGAE;1984;3;;45;0
; 368; 1;19;CD;THE VERY BEST OF UB40;FOOD FOR THOUGHT;UB40;;;;;;;;;;;;;;REGGAE;1980;4;;30;0
; 368; 1;20;CD;THE VERY BEST OF UB40;MANY RIVERS TO CROSS;UB40;;;;;;;;;;;;;;REGGAE;1983;4;;34;0
; 369; 1; 1;CD;BOB MARLEY - THE ALBUM - CD1;TRENCH TOWN ROCK;MARLEY , BOB;;;;;;;;;;;;;;REGGAE;0;2;;59;0
; 369; 1; 2;CD;BOB MARLEY - THE ALBUM - CD1;DON'T ROCK MY BOAT;MARLEY , BOB;;;;;;;;;;;;;;REGGAE;0;4;;33;0
; 369; 1; 3;CD;BOB MARLEY - THE ALBUM - CD1;NO SYMPATHY;MARLEY , BOB;;;;;;;;;;;;;;REGGAE;0;2;;17;0
; 369; 1; 4;CD;BOB MARLEY - THE ALBUM - CD1;SOUL SHAKEDOWN PARTY;MARLEY , BOB;;;;;;;;;;;;;;REGGAE;0;3;;10;0
; 369; 1; 5;CD;BOB MARLEY - THE ALBUM - CD1;HAMMER;MARLEY , BOB;;;;;;;;;;;;;;REGGAE;0;2;;54;0
; 369; 1; 6;CD;BOB MARLEY - THE ALBUM - CD1;DO IT TWICE;MARLEY , BOB;;;;;;;;;;;;;;REGGAE;0;2;;45;0
; 369; 1; 7;CD;BOB MARLEY - THE ALBUM - CD1;CAN'T YOU SEE;MARLEY , BOB;;;;;;;;;;;;;;REGGAE;0;2;;46;0
; 369; 1; 8;CD;BOB MARLEY - THE ALBUM - CD1;MELLOW MOODS;MARLEY , BOB;;;;;;;;;;;;;;REGGAE;0;2;;34;0
; 369; 1; 9;CD;BOB MARLEY - THE ALBUM - CD1;CAUTION;MARLEY , BOB;;;;;;;;;;;;;;REGGAE;0;2;;45;0
; 369; 1;10;CD;BOB MARLEY - THE ALBUM - CD1;THERE SHE GOES;MARLEY , BOB;;;;;;;;;;;;;;REGGAE;0;2;;34;0
; 369; 1;11;CD;BOB MARLEY - THE ALBUM - CD1;STOP THE TRAIN;MARLEY , BOB;;;;;;;;;;;;;;REGGAE;0;2;;23;0
; 369; 1;12;CD;BOB MARLEY - THE ALBUM - CD1;KEEP ON MOVING;MARLEY , BOB;;;;;;;;;;;;;;REGGAE;0;3;;8;0
; 369; 1;13;CD;BOB MARLEY - THE ALBUM - CD1;PUT IT ON;MARLEY , BOB;;;;;;;;;;;;;;REGGAE;0;3;;9;0
; 369; 1;14;CD;BOB MARLEY - THE ALBUM - CD1;BRAIN WASHING;MARLEY , BOB;;;;;;;;;;;;;;REGGAE;0;2;;40;0
; 369; 1;15;CD;BOB MARLEY - THE ALBUM - CD1;FUSSIN' AND FIGHTIN';MARLEY , BOB;;;;;;;;;;;;;;REGGAE;0;2;;30;0
; 369; 1;16;CD;BOB MARLEY - THE ALBUM - CD1;HAMMER KAYA;MARLEY , BOB;;;;;;;;;;;;;;REGGAE;0;2;;32;0
; 369; 1;17;CD;BOB MARLEY - THE ALBUM - CD1;TREAT YOU RIGHT;MARLEY , BOB;;;;;;;;;;;;;;REGGAE;0;2;;13;0
; 369; 1;18;CD;BOB MARLEY - THE ALBUM - CD1;CHANCES ARE;MARLEY , BOB;;;;;;;;;;;;;;REGGAE;0;3;;19;0
; 369; 1;19;CD;BOB MARLEY - THE ALBUM - CD1;AFRICAN HERBSMAN;MARLEY , BOB;;;;;;;;;;;;;;REGGAE;0;2;;25;0
; 369; 1;20;CD;BOB MARLEY - THE ALBUM - CD1;STAND ALONE;MARLEY , BOB;;;;;;;;;;;;;;REGGAE;0;2;;11;0
; 369; 1;21;CD;BOB MARLEY - THE ALBUM - CD1;NO WATER;MARLEY , BOB;;;;;;;;;;;;;;REGGAE;0;2;;12;0
; 369; 1;22;CD;BOB MARLEY - THE ALBUM - CD1;CORNER STONE;MARLEY , BOB;;;;;;;;;;;;;;REGGAE;0;2;;30;0
; 369; 1;23;CD;BOB MARLEY - THE ALBUM - CD1;SUN IS SHINING;MARLEY , BOB;;;;;;;;;;;;;;REGGAE;0;2;;16;0
; 370; 1; 1;CD;BOB MARLEY - THE ALBUM - CD2;CAN'T YOU SEE;MARLEY , BOB;;;;;;;;;;;;;;REGGAE;0;2;;50;0
; 370; 1; 2;CD;BOB MARLEY - THE ALBUM - CD2;NATURAL MYSTIC;MARLEY , BOB;;;;;;;;;;;;;;REGGAE;0;5;;45;0
; 370; 1; 3;CD;BOB MARLEY - THE ALBUM - CD2;THERE SHE GOES;MARLEY , BOB;;;;;;;;;;;;;;REGGAE;0;2;;18;0
; 370; 1; 4;CD;BOB MARLEY - THE ALBUM - CD2;IT'S ALRIGHT;MARLEY , BOB;;;;;;;;;;;;;;REGGAE;0;2;;39;0
; 370; 1; 5;CD;BOB MARLEY - THE ALBUM - CD2;SMALL AXE;MARLEY , BOB;;;;;;;;;;;;;;REGGAE;0;3;;47;0
; 370; 1; 6;CD;BOB MARLEY - THE ALBUM - CD2;BACK UP;MARLEY , BOB;;;;;;;;;;;;;;REGGAE;0;2;;15;0
; 370; 1; 7;CD;BOB MARLEY - THE ALBUM - CD2;MY CUP;MARLEY , BOB;;;;;;;;;;;;;;REGGAE;0;3;;39;0
; 370; 1; 8;CD;BOB MARLEY - THE ALBUM - CD2;SOUL CAPTIVES;MARLEY , BOB;;;;;;;;;;;;;;REGGAE;0;2;;5;0
; 370; 1; 9;CD;BOB MARLEY - THE ALBUM - CD2;RAINBOW COUNTRY;MARLEY , BOB;;;;;;;;;;;;;;REGGAE;0;5;;48;0
; 370; 1;10;CD;BOB MARLEY - THE ALBUM - CD2;SOUL REBEL;MARLEY , BOB;;;;;;;;;;;;;;REGGAE;0;2;;53;0
; 370; 1;11;CD;BOB MARLEY - THE ALBUM - CD2;REBEL'S HOP;MARLEY , BOB;;;;;;;;;;;;;;REGGAE;0;2;;42;0
; 370; 1;12;CD;BOB MARLEY - THE ALBUM - CD2;400 YEARS;MARLEY , BOB;;;;;;;;;;;;;;REGGAE;0;2;;35;0
